filename,chemical_formula
WUDTOG_clean.cif,Pr2O12C66H54
WUDVEY_clean.cif,O48C264H216Yb8
WUFSAT_clean.cif,C40H72O40Ca4
WUGQAS_clean.cif,O72C216H54N18Zn18
WUHJIT_clean.cif,Mg9H42C90O36
WUKXEH_clean.cif,O224C576H272N144Cu48
WULJUJ_clean.cif,O192Cu48C288H96
WULKAQ_clean.cif,O192Cu48C288H96
WULQUR_clean.cif,C36H12O24Zn4
WUNSEE01_charged.cif,Cd4H144C192N48Cl4O16
WUNSEE02_charged.cif,Cd4H144C192N48Cl4O16
WUNSEE_charged.cif,Cd4H144C192N48Cl4O16
WUNSII01_charged.cif,Cd4H144C192N48Cl4O16
WUNSII02_charged.cif,Cd4H144C192N48Cl4O16
WUNSII_charged.cif,Cd4H144C192N48Cl8O32
WUNTAB_charged.cif,Cd4H144C192N48Cl4O16
WUNTEF_clean.cif,C192H144N48Cd4
WUNTIJ_clean.cif,C192H144N48Cd4
WUNTOP_clean.cif,C192H144N48Cd4
WUNTUV_clean.cif,C192H144N48Cd4
WUNVAD_clean.cif,C192H144N48Cd4
WUNVEH_charged.cif,Cd4H144C192N48Cl4O16
WUNVIL_charged.cif,Cd4H144C192N48Cl4O16
WUNVOR_clean.cif,C192H144N48Cd4
WUNVUX_clean.cif,C192H144N48Cd4
WUPMOL_clean.cif,N12O16S4C84H52Cd4
WUPNIF_clean.cif,Na6Zn8Cu2H8C40O40
WUPZUE_clean.cif,Zn4O14C24H8
WUQRAC_clean_h.cif,C1248N384H1056Nb24Fe48
WURKEB_clean.cif,Mn16O80H64C128
WURNOO_clean.cif,Cu32C384H256N32O72
WUSCUJ_clean.cif,C40N40Cd8Cu16
WUSGIC_clean.cif,Mn16P12O112H24C32
WUSGOI_clean.cif,Mn4P4O28H6C6
WUSLED_clean.cif,U8P8C168H96O56
WUSSEK_clean.cif,C104H72N16O24Cu4
WUSXEP_clean.cif,O80C148H80Co16
WUTBES_clean.cif,La4Cu6H60C48N12O48
WUTBEU_clean.cif,Zr2N8C28H8O12
WUTBIW_clean.cif,Nd4Cu6H60C48N12O48
WUTBOC_clean.cif,Eu4Cu6H60C48N12O48
WUTBUI_clean.cif,La4Cu6H60C48N12O48
WUTCAP_clean.cif,Eu4Cu6H60C48N12O48
WUTKIG_clean.cif,B30H30C12Co4O14
WUWQEL_clean.cif,Cd6H16C24O28
WUXLEI_clean.cif,S12C12N12Bi2La2
WUXLIM_clean.cif,S12C12N12Bi2Nd2
WUXMEH_clean.cif,Zr8P12F4O48
WUXYOF_clean.cif,Na16O48H64N8C66
WUYTUH_clean.cif,Mo8Cu16N64C64
WUYWIY_clean.cif,C88H60Cd3O24
WUYWOE_clean.cif,C176H124O48Cd6
WUYWUK_clean.cif,Co3O24C88H60
WUYXAR_clean.cif,Cu2O24C88H60
WUYXEV_clean.cif,C176H120O48Cd5Eu1
WUYXIZ_clean.cif,Cd4O48C176H120La1
WUYXOF_clean.cif,Mn2O24C88H60Cd1
WUYXUL_clean.cif,C176H120O48Nd2Cd4
WUYYAS_clean.cif,Cd4C176H120O48Pr1
WUYYEW_clean.cif,Cd5O48C176H120Sm1
WUYYOG_clean.cif,Zn2O24C88H60
WUZDOL_clean.cif,H192C96Cu32I32N32
WUZGAB_clean.cif,Ca4C176H120O48Cd2
WUZQOZ_clean.cif,Cu2N32C16H16
XACFAJ_clean.cif,C36H48O24Zn4P4
XACFEN_charged.cif,Cd4P4H72C36O24N6
XACGIT_charged.cif,Cd10H30C30N62O6
XACHOA_clean.cif,Cu4N16C80H64
XACPEW_clean.cif,Fe8P4O40C12
XACQAT_clean.cif,Ga8P10O40
XACSIG_clean.cif,Mn8O64C184H120
XACZEH_clean.cif,Cu12H48C72N60O24
XADCEM_clean.cif,N32C48H16Cu4
XADDAJ01_clean.cif,Tb8O48C120H56
XADDAJ_clean.cif,Tb8H56C120O48
XADDEN_manual.cif,Cu12H24C72O48
XADDIR_manual.cif,Cu12H24C72O48
XADDOX_clean.cif,Co24H88C160O88
XADDUD_clean.cif,Co16H64C128O64
XADFAL_clean.cif,Cu4H16C36N8O16
XADFEP_clean.cif,Ni4H16C36N8O16
XADGAM_clean.cif,Zn4H56C96N8O16
XADGOA_clean.cif,C36H12O28U8
XAFBEN_clean.cif,C64H32O32Bi4
XAFFAN_clean.cif,Zn4H48C80N4O16
XAFFER_clean.cif,Zn4H48C80N4O16
XAFFIV_clean.cif,Co4H48C80N4O16
XAFFOB_clean.cif,Cu4H48C80N4O16
XAFFUH_clean.cif,Cu16H192C320N16O64
XAFNOH_clean.cif,Gd4Cu2C56N8O32
XAFXOT_clean.cif,La2H24C24N6O18
XAGCIS01_clean.cif,Co48H144C192O240
XAGCIS02_clean.cif,Co48H144C192O240
XAGCIS_clean.cif,Co48H144C192O240
XAGCUE_clean.cif,Zn72H96C192O240
XAGDAL_SL.cif,Zn72H160C192O272
XAGPUT_clean.cif,O32C40H8U4
XAHPAZ_clean.cif,Cu8H32C112O40
XAHPED_clean.cif,Cu8H104C144O40
XAHPIH_clean.cif,Cu8H64C128O40
XAHPON_clean.cif,Cu8H104C192O40
XAHPUT_clean.cif,Cu8H128C240O40
XAHPUU_clean.cif,C20N20K6Au10
XAHQAA_clean.cif,Cu8H128C224O40
XAHWAG_clean.cif,O48P16Zn12
XAJGOH_clean.cif,Co8O32N48C328H232
XAJQAC_SL.cif,H48C88O20In4
XAJSEJ_clean.cif,In4C88H36N4O32
XAJZOY_clean.cif,P18Al18O78H6
XAKQOR_clean.cif,Cu4H64C78N8O20
XAKVIP_clean.cif,Ce16H24C56O104
XAKVUB_clean.cif,Ga10P8O36
XAKYUE_clean.cif,Mn24H312C336N64O72
XAKZAL_clean.cif,Mn24H456C408N64O72
XAKZIT_clean.cif,Mn48O144N128C624H528
XAKZOZ_clean.cif,Mn24H264C312N64O72
XAKZUF_clean.cif,Mn48O144N128C672H624
XALBAO_clean.cif,Mn48O144N128C656H576
XALBES_clean.cif,Mn24H288C328N64O72
XALBIW_clean.cif,Mn24H288C328N64O72
XALBOC_clean.cif,Mn48O144N128C656H576
XALBUI_clean.cif,Mn48O144N128C672H624
XALCAP_clean.cif,Mn24H312C336N64O72
XALCET_clean.cif,Mn24H312C336N64O72
XALCIX_clean.cif,Mn48O144N128C816H912
XALCOD_clean.cif,Mn48O144N128C816H912
XALCUJ_clean.cif,Mn24H456C408N64O72
XALDAQ_clean.cif,Mn24H456C408N64O72
XALDAS_clean.cif,Zn16O52C168H96
XALDEU_clean.cif,Mn24H456C408N64O72
XALDIY_clean.cif,Mn24H456C408N64O72
XALDOE_clean.cif,Mn24H456C408N64O72
XALMII_clean.cif,Co18H144C180N12O66
XALPUY_clean.cif,Ag12S16N24C112H96
XALTEK_clean.cif,Cu8H48Au4C24N16O8
XALTIP_clean.cif,Zn2Co8H24C72N36Cl8O12
XALTOV_clean.cif,Co8H12C36N36Cl8
XALVOY_clean.cif,Cu4C80H48F16N24O16
XALXUF01_clean.cif,Cu24H96C216N48O96
XALXUF_clean.cif,Cu24H96C216N48O96
XAMDUM01_clean.cif,Cu12H24C72O48
XAMDUM02_clean.cif,Cu12H24C72O48
XAMDUM03_clean.cif,Cu12H24C72O48
XAMDUM04_clean.cif,Cu12H24C72O48
XAMDUM05_clean.cif,Cu12H24C72O48
XAMDUM06_clean.cif,Cu12H24C72O48
XAMDUM_clean.cif,Cu12H24C72O48
XAMGUQ_clean.cif,Co24O120C336H192
XAMHEA_manual.cif,Zn8H64C92O34
XAMLUS_clean.cif,Ca4Ni4H16C24O32
XANDAU_clean.cif,La8O48C120H96
XANKOO_clean.cif,C1152Cl36Mn36N72O228Zn48
XANLAA_clean.cif,Co8S16C160N64H96
XANLEE_clean.cif,Fe8S16C160N64H96
XANMIJ_clean.cif,Co3H12C20N16Cl6
XANNAB_clean.cif,Ag16S48C336H240
XANXUF_clean.cif,N16C112H64Cu4
XAPCOH_clean.cif,C288H192I48N96Zn24
XAPCOJ01_clean.cif,O40C64H32V8
XAPCOJ02_clean.cif,O40C64H32V8
XAPCOJ03_clean.cif,O40C64H32V8
XAPCOJ04_clean.cif,O40C64H32V8
XAPCOJ05_clean.cif,O40C64H32V8
XAPCOJ06_clean.cif,O40C64H32V8
XAPCOJ07_clean.cif,O40C64H32V8
XAPCOJ_clean.cif,O40C64H32V8
XAPCUN_clean.cif,C288H192I48N96Zn24
XAPDAU_clean.cif,C288H192I48N96Zn24
XAPDEY_clean.cif,Zn24H192C288I48N96
XAPGAZ_clean.cif,O272C72H24Mo96Zn32P8
XAPGED_clean.cif,Mo96Zn32O240C72H24
XAPGOK_clean.cif,N16C24H8Ag4
XAPGUQ_clean.cif,N16C24Ag4
XAPNIN_clean.cif,Zn4C36H12O24
XAPSIS_clean.cif,Co4O24C36H12
XAPTEQ_clean.cif,Eu8C120H60O48N36
XAPTUE_clean.cif,Gd4H24C48O24
XAPYAO_clean.cif,Ni8H144C160N48
XAQMOS_clean.cif,Ba7C24N2O36
XAQTEO01_clean.cif,Co10P10O40
XAQTEO_clean.cif,Co10P10O40
XAQTIS_clean.cif,Co10P10O40
XAQTOY01_clean.cif,Co10P10O40
XARPAK_clean.cif,O16N8C68H44Cu4
XASFAY_clean.cif,Cu4H96C96N16
XASJUZ_clean.cif,O26C48H24Er6
XASNUD_clean.cif,Zn36O152C216H72
XASPEP_clean.cif,Zn24C144H48O104
XATLIQ_clean.cif,O32C112H64Cd8Si4
XATZOK_clean.cif,Zn6C112H64O16N16
XATZUQ_clean.cif,Zn12C256H144O32N32
XAVDEF_clean_h.cif,V12C96O60H48
XAVDUV_clean.cif,Al4O12C40
XAVFEH_clean.cif,Al4O12C40
XAVKIR_clean.cif,C1080H648O288N120Cu48
XAVQIU01_clean.cif,Co6H12C36O24
XAVQIU_clean.cif,Co6H12C36O24
XAWBEE_clean.cif,H12In6O36P12
XAWVUN_clean.cif,Cu4H40C68N4O16
XAWZOM_clean.cif,Cd8H80C112S4N8O44
XAXBAB_clean.cif,C12H12O24Mg4
XAXBEF_clean.cif,C12H12O24Mg4
XAXQEU_SL.cif,In2H22C16O10
XAYMUF_charged.cif,Ag4H24C32N16P4F24
XAYNAM_charged.cif,Ag12H72C120N48B8F32
XAZFEJ_clean.cif,N16C24H48Ag6
XAZGAG_charged.cif,Ag16H144C72N52O28S4
XAZGEK_clean.cif,Ag24H144C72N48
XEBHOC_clean.cif,Cu4H40C68N4O16
XEDGIY_clean.cif,Cd12H168C312O48
XEDLUN01_clean.cif,Ti4H48C72O12
XEDLUN_clean.cif,Ti4H48C72O12
XEDPED_clean.cif,Zn24H168C240N120O48
XEDPIH_clean.cif,Zn8H24C40Br8N32
XEDPON_clean.cif,Zn4H12C20N16
XEDPUT_clean.cif,O192C600H336N384Zn96
XEFGAQ_clean.cif,N32C80H64Cu4
XEFKOI_clean.cif,N32C80H64Cu4
XEGJIE02_clean.cif,Gd8O144N48C168H48
XEGJIE_clean.cif,Gd8H48C168N48O144
XEGJOK_clean.cif,Gd4H24C84N24O72
XEGJUQ_clean.cif,Gd8H48C168N48O144
XEGKAX_clean.cif,Gd8H48C168N48O144
XEGKEB_clean.cif,Gd4H24C84N24O72
XEGKIF_clean.cif,Gd4H44C108N28O76
XEGKOL_clean.cif,Gd4H44C108N28O76
XEGKUR_clean.cif,Gd4H24C84N24O72
XEHDEV_clean.cif,P72H72Be54O216
XEHFUL01_clean.cif,Y4C8O20
XEHFUL_clean.cif,Y4C8O20
XEHRUY_clean.cif,Mg12O48C24H24
XEHSAF_clean.cif,Mg12H24C24O48
XEHSEJ_clean.cif,Mg12H24C24O48
XEHSIN_clean.cif,Mg12H24C24O48
XEHSOT_clean.cif,Mg12H24C24O48
XEHSUZ_clean.cif,Mg12H24C24O48
XEHTUB_clean.cif,Cd4H10C20N10O12
XEJJIG_clean.cif,Gd2H18C24O12
XEJJOM_clean.cif,Dy2H18C24O12
XEJTIR_clean.cif,Al4Cu4H64C112N16O16
XEJWUG_clean.cif,Co4H32C36N4O20
XEJXAN_clean.cif,Ni4H32C36N4O20
XEJXER_clean.cif,Ni8H72C80N8O40
XEKCAT01_clean.cif,Mg12H24C72O48
XEKCAT_clean.cif,Mg12O48C72H24
XEKCEX_clean.cif,K32Pr32Pt64C256N256O16
XEKCIB_clean.cif,K32Nd32Pt64C256N256O16
XEKCOH_clean.cif,K8La8Pt16C64N64O4
XEKDOI_clean.cif,Cu6C56H40N28O16
XEKDUO_clean.cif,Co3P1H12C18N15O4
XEKMIL_clean.cif,Eu8H32C56N16O48
XENCAU_clean.cif,N64H224C160Co8
XENKIM_clean.cif,Ca8H40C120N8O48
XENMIO_SL.cif,Zn5H26C42O20
XENMOU_SL.cif,Zn5H26C42O20
XEPBAX_clean.cif,V4Li4O52C72H24
XEQGAC_clean.cif,P8O44C16H16V8
XEQLEM01_clean.cif,Mg4H32C48N8O16
XEQLEM_clean.cif,Mg4H32C48N8O16
XEQRAO_clean.cif,Cd2H32C56O8
XESGOS_clean.cif,P12Al12F8O48
XESKAJ_clean.cif,Mg6P6H36C18N6O18
XESKEN_SL.cif,Mg18P18C54N18O54H108
XESKIR_clean_h.cif,Mn6P6C18N6O18H24
XESKUD_clean.cif,Fe18P18O54N18C54
XESLAK_clean.cif,Co18P18O54N18C54
XEVGUC_clean.cif,C384H384O480Gd32Cd32
XEVVUQ_clean.cif,P16H16O72C12Fe12
XEWDUA_clean.cif,Gd2Cu3H84C54N12O24
XEWFAI_clean.cif,Eu2Zn3H84C54N12O24
XEWRUO_clean.cif,Cd4C8N40
XEXLAP_clean.cif,Mn4H32C76N8O24
XEXLET_clean.cif,Cd4O24N8C76H32
XEXLIX_clean.cif,Zn4H32C76N8O24
XEXLOD_clean.cif,Zn4H32C76N8O24
XEXLUJ_clean.cif,Zn4H32C76N8O24
XEXMAQ_clean.cif,Zn4O24N8C76H32
XEXMEU_clean.cif,Zn4H32C76N8O24
XEYMAR_clean.cif,Mn8Cu16H72C96I16N16O40
XEZPUP_clean.cif,Mn4H76C108N8O16
XEZRIF_clean.cif,Sr20C144H56O100
XIBZUF_clean.cif,Y8H60C132N12O60
XICDUI_charged.cif,Cu8H88C136N40B8F32
XICNOO01_clean.cif,Zr36H48C144S24O144
XICNOO02_clean.cif,Zr36H48C144S24O144
XICNOO_clean.cif,Zr36H48C144S24O144
XICVUB_clean.cif,Cu8C80H80N60
XICYAL_clean.cif,Zn16H184C278N60O64
XICYEP_SL.cif,Hf24H56C120S20O112
XICYIT_SL.cif,Zr24H56C120S20O112
XICYUF_clean.cif,Zr360S336O1584C1920H480
XICZAM_clean.cif,Hf36H48C144S24O144
XIDBUJ_clean.cif,Zn4H40C68N12O16
XIDSUZ_clean.cif,Cu12O48N96H288C384
XIFHIF_clean.cif,Tb8H24C72O60
XIFLOP_clean.cif,N16O32C64Cd8
XIGFOJ_manual.cif,Cd12H96C168O48
XIGHAX_clean.cif,Zn12H96C144I24N48
XIGHEB_clean.cif,I48Zn24C288H192N96
XIGHIF_clean.cif,Zn12H96C144I24N48
XIGWUF_clean.cif,Li6Mo2C12N12
XIHRIQ_clean.cif,Co2H48C72N8O8
XIHSAJ01_clean.cif,Co12O48C144H72
XIHSAJ_clean.cif,Co6H36C72O24
XIHSEN01_clean.cif,Co6H36C72O24
XIHSEN_clean.cif,Co6H36C72O24
XIHXAP_clean.cif,Mn8H52C96N4O36
XIHXET_clean.cif,Mn8H40C88O32
XILLEL_clean.cif,C960H768N384Zn48
XILLIP_clean.cif,Zn8C180H144N72
XILSUI_clean.cif,O24C144H72Zn4N16Mn2
XILTAP_clean.cif,O24C144H72Zn4N16Mn2
XILVIZ_clean.cif,Mn1Zn2H36C72N8O12
XIMPOA01_clean.cif,Zn8H128C144N32O32
XIMPOA_clean.cif,Zn8H128C144N32O32
XINHOT_clean.cif,La4H48C78N4O26
XINJAH_clean.cif,La4H36C72O24
XINRAP_clean.cif,Co8H40C32N24O16
XINWUO_clean.cif,Zn8H32C24N24
XINYAW_clean.cif,O48C224H208N48Cu8
XINZEB_clean.cif,Cd8O40H32C64
XIPBII_clean.cif,Nd4Co6H36C84N12O48
XIPBOO_clean.cif,Gd4Co6H36C84N12O48
XIPGUA_clean.cif,W18Ge2Cu5O65N1C7H14K5
XIPHIN_clean.cif,Fe16O72C32Cl16
XIPTAS_clean.cif,Sm4H12C32N4O24
XIPTEW_clean.cif,Ho4H12C32N4O24
XIPTIA_clean.cif,Dy4H12C32N4O24
XIQHIO_clean.cif,P8O32Fe4
XIQZIH_clean.cif,Cu4N16C80H64
XIRHUC_clean.cif,Zn2O12N2H26C28Na1
XISKUF_clean.cif,P16Al16O68
XISLAM_clean.cif,P16Al16O68
XISPEW01_clean.cif,Pt2N12C36H16Fe2
XISPEW02_clean.cif,Pt2N12C36H16Fe2
XISPEW_clean.cif,Pt2N12C36H16Fe2
XISPUM01_clean.cif,Pt2N12C36Fe2
XISPUM_clean.cif,Pt2N12C36H16Fe2
XISVUR_clean.cif,Zn16H48C96O56
XISXEE_clean.cif,O40C116H64Ni8
XITYOP_clean.cif,Cu12H84C180O48
XIVMEW01_clean.cif,O26C48N24Fe6
XIVMEW_clean.cif,O26C48N24Fe6
XIWKUJ_clean.cif,Zn21P18O72
XIWLAQ_clean.cif,Zn8P6O24
XIWYEH_clean.cif,Ti8P16O64H12
XIYYEL_clean.cif,O48Zn8C24
XOBXIW_clean.cif,Ni12H24C24O48
XOCGUR_clean.cif,Co4O24N4C24H24Ca2
XOCWET_clean.cif,U3La2O24C30H6
XOCWIX_clean.cif,U3Ho2C30H6O24
XOCWOD_clean.cif,U3Er2O24C30H6
XOCWUJ_clean.cif,U3Tm2C30H6O24
XODPUD_clean.cif,O62C168H96Zn6Cr6N12
XODXIZ_clean.cif,Y4O32C16H16
XOFFUT_clean.cif,V24O104C192H96
XOFGAC_clean.cif,Eu36H240C528N24O240
XOFPEP01_clean.cif,U4O26C32H16N4
XOFPEP_clean.cif,C32N4O26U4H12
XOFTIW_clean.cif,Ce4Cu14H56C84I12N14O28
XOFTOC_clean.cif,Sm4Cu14H56C84I12N14O28
XOGXAU_clean.cif,Cd6H96C128N8O24
XOHJUA_clean.cif,La4Cu4H32C56N8O32
XOHLEM_clean.cif,Zn8H12C36O26
XOHTUJ_clean.cif,Ru4Ag8Cl8C64H64N32
XOJCUV_clean.cif,V16Ni8H112C80N32O32
XOJPES_clean.cif,Cu8C16N8
XOJPIW_charged.cif,Ag24H132C360N144O72
XOJWEZ_clean.cif,Cu2H28C20Br2N8
XOJWID_charged.cif,Zn4P4H48C36O20N4
XOJWOJ_clean.cif,Zn8P8O40C56H32
XOKHAH_clean.cif,Zn16H104C192N16O72
XOKHIP_clean.cif,Sm8Zn8H60C160Br20O80
XOLGEM_clean.cif,C288Co48N216O288Li18
XOLYUS_clean.cif,Co8H56C56N8O36
XOMCIL_clean.cif,Er2C4O10
XOMCIN_clean.cif,C166H106N14Ni12O54
XOMCOT_clean.cif,Co8C248H168N40O32
XOMDOU_clean.cif,C264H240N72O24Ag18
XOMGIQ_clean.cif,Ag8Cr8O48N24C144H144
XOMJOY_clean.cif,Gd4H128C176N4Cl12O36
XOMJUE_clean.cif,Er4H128C176N4Cl12O36
XOMZAC_clean.cif,Eu2C56H32N8O20Ni1
XONGUD_clean.cif,K8Cr12Co4H72W48C48O184
XONLES01_clean.cif,O80C448H192Cu16
XOPKIX_clean.cif,S8N8C40H16Ag2
XOPKOD_clean.cif,S8N8C40H16Ag2
XOPLOE_clean.cif,Cu8H64C112O40
XOPLUL_clean.cif,Cd3O20C24H8
XOPMIA_clean.cif,Cd4H72C104N16O20
XOQXEH_clean.cif,Zn8H48C102O28F36
XOQXIL_clean.cif,Zn8Si6H108C156O28
XOQXOR_SL.cif,Zn16Si12H272C336O56
XORHET_clean.cif,Co16H64C128N128
XOSPEB_clean.cif,O42In8P14H14
XOSPOK_clean.cif,Zn12P10O40
XOSPUQ02_clean.cif,Zn20P16O64
XOSPUQ_clean.cif,Zn20P16O64
XOSQUR_ion_b.cif,Zn16P12O52H16C4N2
XOTGUI_clean.cif,Nd4O32C16
XOTHAP_clean.cif,Nd2O16C8
XOTKIA_charged.cif,Eu4Ba8H104C120S24N24O120Cl4
XOTSEG_clean.cif,Mn6H84C144O24
XOTSIK_clean.cif,Cd24H332C576O96
XOTXAG_clean.cif,Na4La4H16C56O44
XOTXUB_clean.cif,Mn4H96C88N16O16
XOTZIR_clean.cif,Yb2H52C78O18
XOVPIH_clean.cif,Ce2H24C18O12
XOVPON_clean.cif,Ce2H24C18O12
XOVPUU_clean.cif,C160O48H72Cu8
XOVQAB_clean.cif,Cu32C960H288O296
XOVQEF_SL.cif,Zn24H272C480O124
XOVQIJ_clean.cif,Na4Zn6H160C200O56
XOVVEK_clean.cif,Zn7H28C44N18O16
XOVVIO_clean.cif,Zn7H28C44N18O20
XOVVOU_clean.cif,Zn8H22C32N26O12
XOVXAI_clean.cif,Co10H28C56N8O44
XOVXEM_clean.cif,Cd10H28C56N8O44
XOVYIR_clean.cif,Mn10H28C56N8O44
XOVYUD_clean.cif,Cd12P8H96C56N8Cl8O40
XOXMED_clean.cif,Zn16H240C384N24O100
XUBGUY_clean.cif,O48C112H64Zr12Si4
XUBJAF01_clean.cif,Eu4H12C18O24
XUBJAF02_clean.cif,Eu4H12C18O24
XUBJAF03_clean.cif,Eu4H16C18O28
XUBJAF_clean.cif,Eu4H12C18O24
XUCLIS_clean.cif,Zn8O32N8C232H176
XUCNOZ_clean.cif,Zn14Cd4P12H108C72N12O60
XUCSAR01_clean.cif,Y12O72N24C84H24
XUCSAR_clean.cif,Y4O24N8C28H8
XUCSOF_clean.cif,Y12N26C72H24O54
XUDNAN_clean.cif,Tb4C102H72O24
XUDNUH_clean.cif,N16O64C272H160Cu16
XUDPIX_clean.cif,Cu32N64O128C624H384
XUDYEC_clean.cif,Cd8O16C72H56N32
XUDYOM_clean.cif,In16O112N16C80H24
XUFPIZ_clean.cif,Co8O40N32C224H176
XUFWOM_clean.cif,Zn24C256H96O128
XUFYAA_clean.cif,C432H240O96Mg12
XUGDOU_clean.cif,N128C48H32Cd16
XUGROI_clean.cif,Cu8O32C136H72
XUGSEY_clean.cif,Zn3H34C76N6O8F10
XUGSID_clean.cif,O32N32H104C144Co8
XUGWAZ_clean.cif,O24C88H48Dy2S8N8
XUGWUS_clean.cif,Cd16H160C224N40O48
XUHVON_clean.cif,Zn4O24N16C52H20
XUJPEY_clean.cif,Ni6C72H24O52
XUJPIC_clean.cif,Ni6C72H24O52
XUJPOI_clean.cif,Ni12C88H48O64
XUJQAV_clean.cif,Ni12C88H48O64
XUJSAY_clean.cif,O40N48H128C120Tb4
XUKHUI_clean.cif,C96H64N8O32Zn8
XUKLAS_clean.cif,Zn4O16C56H44N8
XUKNIC_clean.cif,Zn16O52C120H56
XUKYEI_neutral.cif,Cu2H56C52N8Cl4
XULCIR_clean.cif,Mn6Fe4H48C84N36
XULDOZ_clean.cif,Co40O176C336H256
XULGUI_clean.cif,Dy2C60H34N4O12
XULRIH_clean.cif,Zn6P6H30O20N10C36
XULVAD_clean.cif,Gd2Mn3C28H4N8O24
XUMCAK_clean.cif,N36C36Cd6Cu12
XUMMOJ_clean.cif,N16C72H56O8Cu2Br2
XUMMUP_clean.cif,N16C72H56O8Cu2Cl2
XUMNEA_clean.cif,C192H128Cd4N12O16
XUMNIE_clean.cif,C344H224N24O40Zn8
XUMSOP_clean.cif,C112H80O96Ho16
XUMTUV_clean.cif,Ho4H18C48N6O36
XUMVAD_clean.cif,Dy4H18C48N6O36
XUMVEH_clean.cif,Nd4H18C48N6O36
XUMVOS_clean.cif,Ba2O10C8H8
XUNGOD_clean.cif,Li4H16C24N4O8
XUNGUJ_clean.cif,Li4H16C24N4O8
XUNHAQ_clean.cif,Li4H16C24N4O8
XUNRUV_clean.cif,C48H32O16Li8N8
XUNSAC_clean.cif,C48H32Li8O16N8
XUNSEG_clean.cif,O8C24N4H16Li4
XUNSIK_clean.cif,O8N4C24H16Li4
XUNSOQ_clean.cif,O16N8C48H32Li8
XUNSUW_clean.cif,O16N8C48H32Li8
XUNTAD_clean.cif,O16N8C48H32Li8
XUNTIL_clean.cif,O8N4C24H16Li4
XUPCAM_clean.cif,Tb4H12C32N4O24
XUPSAE_clean.cif,O40C64H32Al8
XUQSIN_clean.cif,W16C128N128Mn24
XUTQEI_clean.cif,Ni9H90C144N18O36
XUVGUQ01_ion_b.cif,Rb4Ga18P18F14O72N8H72C24
XUVGUQ_charged.cif,Rb4Ga18P18H74O72F14C24N8
XUVHEB_clean.cif,Zn12H128C208N8O48
XUVQOW_clean.cif,Cd16O96H72C192
XUWFUR_clean.cif,Cu24N80C400H320
XUWKEH_clean.cif,Mo4Mn6C28N28K4
XUWSUD_clean.cif,Ga12Mn12P24O96
XUWTAK_clean.cif,Ga12Mn12P24O96
XUWVUG_clean_h.cif,Eu6C18O26H6
XUYDIF_clean.cif,Cd4H24C34N36
XUYXAR_clean.cif,Zn8H56C104N8O32
XUZDUS_clean.cif,Ag24H224C152S8N64O40
XUZFUU_clean.cif,Na20O52Ho4C48H16
XUZXUN_clean.cif,Np8O40C64H32
YABHER_clean.cif,O64C256H176Cu16
YABPAU_clean.cif,Mg12H24C72S12O48
YABWOP_clean.cif,V20P16F8O60C8H16
YACHIV_clean.cif,Tb2Co1H32C56N8O20
YACHOB_clean.cif,Dy2Co1H32C56N8O20
YACHUH_clean.cif,Yb2Co1H32C56N8O20
YADMIB_clean.cif,Er2Co1H32C56N8O20
YAFDAM_clean.cif,Ho2Co1H32C56N8O20
YAFGAP_clean.cif,K2Lu2C8O16
YAGJOI_clean.cif,O8N12C38H24Mn3
YAGRON_clean.cif,Ga24P24F24O104H8
YAHPED_clean.cif,Ni4H48C76N8O24
YAJXIT_clean.cif,U8Cu8C192H96N32O64
YAJXUF_clean.cif,U8Zn8N32C192H96O64
YAJZIV_clean.cif,Dy8S8O72C72H16K8
YANBAR01_clean.cif,Co12H24C24O48
YANBAR02_clean.cif,Co12H24C24O48
YANBAR03_clean.cif,Co12O48C24H24
YANBAR_clean.cif,Co12H24C24O48
YAPLIM_clean.cif,Zn48H288C384N288
YAPLOS_clean.cif,Mn48H288C384N288
YAPLUY_clean.cif,Cu48H288C384N288
YAPMAF_clean.cif,Ni48H288C384N288
YAPRUE_charged.cif,Cs4H160C96O80
YAPSAL_charged.cif,Sr3H225C144O129Br3
YAPXIX_clean.cif,O24F36C102H48Zn6
YAPYUK_clean.cif,Co4H20C42N4O18
YAQCAW_clean.cif,In16O112H36P28
YAQCEY_clean.cif,Mn24O80N40C240
YAQCIE_clean.cif,In12O96H24P24
YAQKEI_clean.cif,Ho2Sb4N8O32C40H48
YAQZEX_ion_b.cif,U24O120C60N8H44
YAQZUN_clean.cif,U8H8C40O32
YARBAW_clean.cif,O24H104N8C140Ni4
YARBUQ_clean.cif,Ni8H224C288N16O48
YARDEC_clean.cif,Zn2H36C44N8O8
YARDIG_clean.cif,Co2H36C44N8O8
YARGAB_clean.cif,Zn6H48C96O26
YARKAF_clean.cif,Zn8H96C136N12O36
YARKEJ_clean.cif,Zn4H60C80N8O18
YARKOT_clean.cif,O36C64H24Zn4
YARSAN_clean.cif,Zn8H88C144N16O32
YARSIV_clean.cif,Zn6H40C60N16O24
YARVEV_clean.cif,C156H100Cu14N36O48P16Si4
YARYEV_clean.cif,Cd4H12C8N12
YARYIZ_clean.cif,N24C16H24Cd8
YARYOF_clean.cif,Cd4H16C12N12
YARYUL_clean.cif,Cd8N16C16
YARZEZ02_clean.cif,C40N60Cd8
YARZEZ03_clean.cif,N72C48Cd8
YARZEZ_clean.cif,C24Cd4N36
