REFCODE,DOI,CCDC
ic101935f_si_002,10.1021/ic101935f,
ic102347b_si_001,10.1021/ic102347b,
ic200054b_si_002,10.1021/ic200054b,
ic200463k_si_002,10.1021/ic200463k,
ic2012809_si_003,10.1021/ic2012809,
ic2017598_si_001,10.1021/ic2017598,
ic202626c_si_002,10.1021/ic202626c,
ic202769e_si_002,10.1021/ic202769e,
ic300665a_si_002,10.1021/ic300665a,
ic3019502_si_002,10.1021/ic3019502,
ic302583a_si_003,10.1021/ic302583a,
ic3026304_si_002,10.1021/ic3026304,
ic302758g_si_002,10.1021/ic302758g,
ic400607w_si_001,10.1021/ic400607w,
ic400777c_si_002,10.1021/ic400777c,
ic400853r_si_002,10.1021/ic400853r,
ic401092j_si_002,10.1021/ic401092j,
ic401157n_si_002,10.1021/ic401157n,
ic401157n_si_003,10.1021/ic401157n,
ic401474f_si_002,10.1021/ic401474f,
ic401765r_si_002,10.1021/ic401765r,
ic402058f_si_002,10.1021/ic402058f,
ic402058f_si_003,10.1021/ic402058f,
ic402058f_si_004,10.1021/ic402058f,
ic402058f_si_005,10.1021/ic402058f,
ic402280p_si_002,10.1021/ic402280p,
ic402481b_si_002,10.1021/ic402481b,
ic402614w_si_002,10.1021/ic402614w,
ic402692p_si_002,10.1021/ic402692p,
ic402692p_si_003,10.1021/ic402692p,
ic402692p_si_004,10.1021/ic402692p,
ic402692p_si_005,10.1021/ic402692p,
ic402803s_si_003,10.1021/ic402803s,
ic403069d_si_001,10.1021/ic403069d,
ic403134c_si_002,10.1021/ic403134c,
ic403175w_si_002,10.1021/ic403175w,
ic500323r_si_001,10.1021/ic500323r,
ic500323r_si_002,10.1021/ic500323r,
ic5005374_si_003,10.1021/ic5005374,
ic5008457_si_002,10.1021/ic5008457,
ic500905z_si_002,10.1021/ic500905z,
ic5011133_si_002,10.1021/ic5011133,
ic5011133_si_003,10.1021/ic5011133,
ic5011133_si_004,10.1021/ic5011133,
ic501253c_si_004,10.1021/ic501253c,
ic501477u_si_002,10.1021/ic501477u,
ic501477u_si_002-1,10.1021/ic501477u,
ic501560z_si_001,10.1021/ic501560z,
ic5017092_si_002,10.1021/ic5017092,
ic501801f_si_002,10.1021/ic501801f,
ic501801f_si_003,10.1021/ic501801f,
ic501849g_si_002,10.1021/ic501849g,
ic5018517_si_002,10.1021/ic5018517,
ic501898x_si_004,10.1021/ic501898x,
ic501898x_si_004-1,10.1021/ic501898x,
ic501898x_si_005,10.1021/ic501898x,
ic501898x_si_005-1,10.1021/ic501898x,
ic502042h_si_002,10.1021/ic502042h,
ic502042h_si_002-1,10.1021/ic502042h,
ic5021302_si_002,10.1021/ic5021302,
ic502254c_si_002,10.1021/ic502254c,
ic502369y_si_002,10.1021/ic502369y,
ic502478u_si_003,10.1021/ic502478u,
ic502488c_si_002,10.1021/ic502488c,
ic502643m_si_002,10.1021/ic502643m,
ic502643m_si_003,10.1021/ic502643m,
ic502643m_si_004,10.1021/ic502643m,
ic502643m_si_005,10.1021/ic502643m,
ic502643m_si_006,10.1021/ic502643m,
ic502643m_si_007,10.1021/ic502643m,
ic502643m_si_008,10.1021/ic502643m,
ic502643m_si_009,10.1021/ic502643m,
ic502643m_si_010,10.1021/ic502643m,
ic502643m_si_011,10.1021/ic502643m,
ic502643m_si_012,10.1021/ic502643m,
ic502725y_si_003,10.1021/ic502725y,
ic502725y_si_004,10.1021/ic502725y,
ic502730y_si_002,10.1021/ic502730y,
ic5028256_si_002,10.1021/ic5028256,
ic502921j_si_002,10.1021/ic502921j,
ic502921j_si_003,10.1021/ic502921j,
ic5029383_si_002,10.1021/ic5029383,
ic5030058_si_002,10.1021/ic5030058,
ic5b00096,10.1021/ic5b00096,
ic5b00096_si_002,10.1021/ic5b00096,
ic5b00096_si_002-1,10.1021/ic5b00096,
ic5b00130_si_002,10.1021/ic5b00130,
ic5b00194_si_002,10.1021/ic5b00194,
ic5b00217_si_002,10.1021/ic5b00217,
ic5b00535_si_002,10.1021/ic5b00535,
ic5b00561_si_002,10.1021/ic5b00561,
ic5b00592_si_002,10.1021/ic5b00592,
ic5b01023_si_002,10.1021/ic5b01023,
ic700893w-file001,10.1021/ic700893w,
ic7014034-file001,10.1021/ic7014034,
ic800131r-file003,10.1021/ic800131r,
ic8004536-file004,10.1021/ic8004536,
ic8007798-file003,10.1021/ic8007798,
ic8008859_si_001,10.1021/ic8008859,
ic801404p_si_001,10.1021/ic801404p,
ic801677y_si_001,10.1021/ic801677y,
ic9002115_si_001,10.1021/ic9002115,
ICAGOK,10.1021/ic2008842,
ICALOP,10.1039/c1ce05751k,
ICALUV,10.1039/c1ce05751k,
ICAMEG,10.1039/c1ce05751k,
ICANAD,10.1039/c1ce05672g,
ICANEH,10.1039/c1ce05672g,
ICAQIO,10.1002/chem.201101383,
ICAQOU,10.1002/chem.201101383,
ICARAH,10.1002/chem.201101383,
ICAREL,10.1002/chem.201101383,
ICAROV,10.1002/chem.201101383,
ICAWUF,10.1016/j.ica.2004.06.014,
ICEGED,10.1021/ic0492946,
ICITEU,10.1002/anie.200600175,
ICITUK,10.1002/anie.200503923,
ICIVAS,10.1002/anie.200503923,
ICIZAV,10.1021/ic010609g,
ICIZOL,10.1002/ejic.201100566,
ICODIP,10.1002/adma.201102538,
ICODIP01,10.1002/adma.201102538,
ICORAV,10.1039/c1dt10156k,
ICOWON,10.1002/zaac.200500464,
ICOYIK,-,y
IDAGEA,10.1021/cg050589j,
IDAGOL,10.1039/c1dt11183c,
IDAGUR,10.1039/c1dt11183c,
IDAZEU,10.1107/S1600536811046022,
IDIWOH,10.1002/1521-3773(20020118)41:2<281::AID-ANIE281>3.0.CO;2-Y,
IDIWOH01,10.1002/anie.200602556,
IDIWOH02,10.3762/bjnano.5.184,
IDIWOH03,10.3762/bjnano.5.184,
IDIWOH04,10.3762/bjnano.5.184,
IDIWOH05,10.3762/bjnano.5.184,
IDIWOH06,10.3762/bjnano.5.184,
IDORIE,10.1039/C3CE41008K,
IDUDES,10.1021/ja309992a,
IDUDIW,10.1021/ja309992a,
IFAGON,10.1021/ja310770c,
IFAQUC,10.1021/ic701573r,
IFAREN,10.1021/ic701573r,
IFASOZ,10.1021/ja401869h,
IFEHUY,10.1021/ja4037516,
IFENOY,10.1021/ja401671p,
IFENOY01,10.1021/ja401671p,
IFENOY02,10.1021/ja401671p,
IFENOY03,10.1021/ja401671p,
IFEPIT,10.1016/j.poly.2008.04.054,
IFEPUG,10.1021/ja401671p,
IFEQAN,10.1021/ja401671p,
IFEQIV,10.1021/ja401671p,
IFEYIB,10.1107/S0108270102005942,
IFOSIG,private communication,y
IFUDAO,10.1021/cm0112136,
IFUDES,10.1021/cm0112136,
IFUNUU,10.1039/C3TA12270K,
IFUPAC,10.1039/C3TA12270K,
IGAGUU,10.1039/C3CC44133D,
IGAHAB,10.1039/C3CC44133D,
IGAHED,10.1021/ic020065y,
IGAHED01,10.1107/S1600536807025901,
IGAHED02,10.1021/ic800704y,
IGOCOX,10.1039/b904280f,
IHIWIF,10.1039/b302489j,
IJANAJ,10.5012/bkcs.2010.31.9.2598,
IJANEN,10.5012/bkcs.2010.31.9.2598,
IJASAO,10.1021/ic100822s,
IJASAO01,10.1021/cg400531j,
IJASES,10.1021/ic100822s,
IJASES01,10.1021/cg400531j,
IJASIW,10.1021/ic100822s,
IJASOC,10.1021/ic100822s,
IJENER,10.1021/ic101051r,
IJEXUR,10.1039/c0ce00315h,
IJIROI,10.1016/S1293-2558(00)00103-5,
IJISOK,10.1016/j.jssc.2010.07.036,
IJOMOJ02,10.1021/ja038678c,
IJOMOJ04,10.1039/b314221c,
IJOMOJ06,10.1002/adfm.200600265,
IJOMOJ07,10.1039/b811087e,
IKAYAU,10.1021/ic034258c,
IKEBUV,10.1021/ic034346x,
IKEBUV01,10.1016/j.molstruc.2005.01.055,
IKETAU,10.1039/c0ce00340a,
IKETEY,10.1039/c0ce00340a,
IKETIC,10.1039/c0ce00340a,
IKETOH,10.1016/S1387-7003(03)00172-2,
IKETOI,10.1039/c0ce00340a,
IKETUO,10.1039/c0ce00340a,
IKEVAW,10.1039/c0ce00340a,
IKOSOQ,10.1021/ic034246r,
IKOSUW,10.1021/ic034246r,
ILAGUY,10.1016/j.ica.2010.12.053,
ILIFOY,10.1039/b306838b,
ILIFUE,10.1039/b306838b,
ILIGAL,10.1039/b306838b,
ILIGEP,10.1039/b306838b,
ILITUT,10.1021/ic101459j,
ILOJEZ,10.1039/c0dt00894j,
ILOJOJ,10.1039/c0dt00894j,
ILOTOT,10.1021/ic101286j,
ILUFEB,10.1016/j.inoche.2010.09.018,
ILUFIF,10.1039/c0dt00516a,
ILUFOL,10.1039/c0dt00516a,
ILUFUR,10.1039/c0dt00516a,
ILUGAY,10.1039/c0dt00516a,
ILUGOM,10.1039/c0dt00516a,
ILUHIH,10.1039/c0dt00516a,
ILUHON,10.1039/c0dt00516a,
ILUHUT,10.1039/c0dt00516a,
ILUJAB,10.1039/c0dt00516a,
ILUJEF,10.1039/c0dt00516a,
ILUJIJ,10.1039/c0dt00516a,
IMACZN01,10.1016/j.jssc.2009.06.042,
IMIDZB02,10.1021/ja808531m,
IMIDZB04,10.1021/ja808531m,
IMIDZB06,10.1021/ja808531m,
IMIDZB08,10.1080/10241220902750928,
IMIDZB10,10.1021/ja308786r,
IMISED,10.1016/j.jssc.2010.10.011,
IMISIH,10.1016/j.jssc.2010.10.011,
IMIXEI,10.1021/ic101636r,
IMIXIM,10.1021/ic101636r,
IMUTUG,10.1021/ja106903p,
IMUVAO,10.1021/ja106903p,
INAMUG,10.1080/15533170903557986,
INEBOT,10.1021/cg1010105,
INESIE,-,y
INIQUR,-,y
INIRAY,-,y
INIRAY01,-,y
INOVEN,10.1016/j.inoche.2010.10.007,
INURIS,10.1002/anie.200352024,
IPICUG,10.1016/j.inoche.2010.10.012,
IPIDAN,10.1016/j.inoche.2010.10.012,
IPIDUH,10.1016/j.inoche.2010.10.015,
IPIFAP,10.1016/j.inoche.2010.10.015,
IPIJUM,10.1021/cg020060b,
IPOWOA,10.1016/j.ica.2011.01.019,
IQEWOQ,10.1021/ja038678c,
IQIJIC,10.1039/c0ce00871k,
IQIPAZ,10.1002/zaac.200300262,
IQOZUJ,private communication,y
IQUNAJ,10.1021/cm981155x,
IQUNAJ01,10.1016/j.ica.2008.05.029,
IRAGEN,10.1039/b311510k,
IRAYUW,10.1016/j.poly.2010.12.042,
IRISAD01,10.1107/S1600536806033186,
ISACIP,-,y
ISAYOQ,10.1021/ic0351242,
ISENUQ,-,y
ISEQIH,10.1002/zaac.201100088,
ISIKIF,10.1039/c1ce05235g,
ISIKOL,10.1039/c1ce05235g,
ISIMAZ,10.1039/c1ce05235g,
ISOHEE,10.1039/c1ce05263b,
ISOJOQ,10.1039/c1ce05110e,
ISUCUV,10.1039/c1ce05190c,
ISUGIN,10.1039/c0ce00848f,
ISUGOT,10.1039/c0ce00848f,
ISUXAW,-,y
ITAHEQ,10.1039/b314343k,
ITETEH,10.1039/c0dt01687j,
ITIBET,10.1016/j.solidstatesciences.2011.01.014,
ITIBOD,10.1016/j.solidstatesciences.2011.01.014,
ITIWIS,10.1039/c1cc11402f,
ITIWOY,10.1039/c1cc11402f,
ITIWUE,10.1039/c1cc11402f,
IVARUT,10.1016/j.molstruc.2011.05.013,
IVEGEV,10.1021/ic034943j,
IVEHEW,-,y
IVETOT,10.1039/c1cc12188j,
IWELIG,10.1002/chem.201003199,
IWELIG01,10.1039/C3DT50747E,
IWELOM,10.1002/chem.201003199,
IWEPUW,10.1021/cg200068v,
IXAJUN,10.1021/ic102188v,
IXAKAU,10.1021/ic102188v,
IXEDOE,10.1002/anie.200352625,
IXEDUK,10.1002/anie.200352625,
IXEFAS,10.1002/anie.200352625,
IXEQIL,private communication,y
IXISAJ,10.1039/b316561b,
IXISOX,10.1039/b316561b,
IXODUV,10.1021/ic1025087,
IXOFAD,10.1021/ic1025087,
IXOFEH,10.1021/ic1025087,
IXOFIL,10.1021/ic1025087,
IXOFOR,10.1021/ic1025087,
IXOFUX,10.1021/ic1025087,
IXOFUX01,10.1021/ic1025087,
IXUHUE,10.1016/j.molstruc.2003.08.027,
IXUQUO,10.1039/c1dt10682a,
IXURAV,10.1039/c1dt10682a,
IXUREZ,10.1039/c1dt10682a,
IXURID,10.1039/c1dt10682a,
IXUWII,10.1039/c1cc10411j,
IXUWOO,10.1039/c1cc10411j,
IYICUP,10.1021/ic102361d,
IYIGEC,10.1002/ejic.200300813,
IYIHUU,10.1021/ja200553m,
IYOBAA,10.1039/c1cc12691a,
IYOHOU,10.1021/ja2030273,
IYOWID,10.1039/c1cc12858b,
IYUHIU,10.1002/anie.201101957,
IYUHUG,10.1002/anie.201101957,
IYUJAO,10.1002/anie.201101957,
IYUREA,10.1021/ic101089n,
IYUSAX,10.1021/ic101089n,
IZEBAR,10.1016/j.inoche.2011.03.048,
IZEBEV,10.1016/j.inoche.2011.03.050,
IZEFEZ,10.1016/j.inoche.2011.03.077,
IZEHAX,10.1016/j.inoche.2011.05.007,
IZEPAF,10.1002/zaac.200400416,
IZEPEJ,10.1002/zaac.200400416,
IZOWAW,10.1021/ja201165c,
IZOWEA,10.1021/ja201165c,
IZUMUM,10.1021/ic200560b,
ja011692,10.1021/ja011692,
ja038678csi20031120_105518,10.1021/ja038678c,
ja039022msi20031007_110612,10.1021/ja039022m,
ja0660047si20060818_060256,10.1021/ja0660047,
ja0660047si20060818_060458,10.1021/ja0660047,
ja070671ysi20070130_071356,10.1021/ja070671y,
ja070671ysi20070130_071413,10.1021/ja070671y,
ja0734952si20070516_030528,10.1021/ja0734952,
ja073612tsi20070723_060520,10.1021/ja073612t,
ja073612tsi20070723_060623,10.1021/ja073612t,
ja074366osi20070816_031204,10.1021/ja074366o,
ja0752540-file002,10.1021/ja0752540,
ja076167asi20070815_063752,10.1021/ja076167a,
ja078060t-file002,10.1021/ja078060t,
ja101440z_si_001,10.1021/ja101440z,
ja102862j_si_005,10.1021/ja102862j,
ja106851d_si_001,10.1021/ja106851d,
ja109659k_si_002,10.1021/ja109659k,
ja110042b_si_003,10.1021/ja110042b,
ja111042f_si_002,10.1021/ja111042f,
ja111042f_si_005,10.1021/ja111042f,
ja111042f_si_006,10.1021/ja111042f,
ja202154j_si_002,10.1021/ja202154j,
ja202154j_si_003,10.1021/ja202154j,
ja202303b_si_002,10.1021/ja202303b,
ja203898s_si_002,10.1021/ja203898s,
ja203898s_si_004,10.1021/ja203898s,
ja203898s_si_005,10.1021/ja203898s,
ja203898s_si_006,10.1021/ja203898s,
ja204757x_si_002,10.1021/ja204757x,
ja204757x_si_003,10.1021/ja204757x,
ja205976v_si_004,10.1021/ja205976v,
ja205976v_si_006,10.1021/ja205976v,
ja206029a_si_003,10.1021/ja206029a,
ja206917z_si_001,10.1021/ja206917z,
ja2092882_si_002,10.1021/ja2092882,
ja300034j_si_002,10.1021/ja300034j,
ja302110d_si_001,10.1021/ja302110d,
ja302340b_si_002,10.1021/ja302340b,
ja302380x_si_003,10.1021/ja302380x,
ja305196u_si_002,10.1021/ja305196u,
ja305196u_si_003,10.1021/ja305196u,
ja305196u_si_004,10.1021/ja305196u,
ja3082523_si_004,10.1021/ja3082523,
ja308995t_si_002,10.1021/ja308995t,
ja4012707_si_003,10.1021/ja4012707,
ja4012707_si_004,10.1021/ja4012707,
ja4012707_si_005,10.1021/ja4012707,
ja4015666_si_002,10.1021/ja4015666,
ja4015666_si_003,10.1021/ja4015666,
ja4015666_si_004,10.1021/ja4015666,
ja4015666_si_005,10.1021/ja4015666,
ja403810k_si_002,10.1021/ja403810k,
ja403810k_si_003,10.1021/ja403810k,
ja4044642_si_002,10.1021/ja4044642,
ja4050828,10.1021/ja4050828,
ja406030p_si_002,10.1021/ja406030p,
ja406030p_si_003,10.1021/ja406030p,
ja406030p_si_004,10.1021/ja406030p,
ja406030p_si_005,10.1021/ja406030p,
ja406030p_si_006,10.1021/ja406030p,
ja406030p_si_007,10.1021/ja406030p,
ja406030p_si_008,10.1021/ja406030p,
ja406030p_si_009,10.1021/ja406030p,
ja406030p_si_010,10.1021/ja406030p,
ja406844r_si_002,10.1021/ja406844r,
ja407778a_si_003,10.1021/ja407778a,
ja408959g_si_002,10.1021/ja408959g,
ja408959g_si_003,10.1021/ja408959g,
ja410368j_si_002,10.1021/ja410368j,
ja411887c_si_002,10.1021/ja411887c,
ja500330a_si_003,10.1021/ja500330a,
ja500330a_si_005,10.1021/ja500330a,
ja500330a_si_006,10.1021/ja500330a,
ja500330a_si_007,10.1021/ja500330a,
ja500330a_si_009,10.1021/ja500330a,
ja500530y_si_003,10.1021/ja500530y,
ja500618z_si_002,10.1021/ja500618z,
ja500618z_si_003,10.1021/ja500618z,
ja500618z_si_004,10.1021/ja500618z,
ja500618z_si_005,10.1021/ja500618z,
ja500618z_si_006,10.1021/ja500618z,
ja500618z_si_007,10.1021/ja500618z,
ja500618z_si_008,10.1021/ja500618z,
ja501606h_si_002,10.1021/ja501606h,
ja501606h_si_003,10.1021/ja501606h,
ja501810r_si_002,10.1021/ja501810r,
ja5019095_si_003,10.1021/ja5019095,
ja5063423_si_002,10.1021/ja5063423,
ja506357n_si_002,10.1021/ja506357n,
ja5069855_si_002,10.1021/ja5069855,
ja507269n_si_002,10.1021/ja507269n,
ja507269n_si_003,10.1021/ja507269n,
ja507947d_si_001,10.1021/ja507947d,
ja507971r_si_004,10.1021/ja507971r,
ja508592f_si_002,10.1021/ja508592f,
ja508592f_si_002-1,10.1021/ja508592f,
ja508679h_si_001,10.1021/ja508679h,
ja508679h_si_001-1,10.1021/ja508679h,
ja5103103_si_002,10.1021/ja5103103,
ja510525s_si_002,10.1021/ja510525s,
ja510525s_si_002-1,10.1021/ja510525s,
ja510525s_si_003-1,10.1021/ja510525s,
ja5109535_si_002,10.1021/ja5109535,
ja5109535_si_002-1,10.1021/ja5109535,
ja5111317_si_002,10.1021/ja5111317,
ja512137t_si_002,10.1021/ja512137t,
ja512311a_si_003,10.1021/ja512311a,
ja512311a_si_007,10.1021/ja512311a,
ja5123528_si_002,10.1021/ja5123528,
ja512437u_si_002,10.1021/ja512437u,
ja512437u_si_003,10.1021/ja512437u,
ja512437u_si_004,10.1021/ja512437u,
ja512762r_si_002,10.1021/ja512762r,
ja512973b_si_002,10.1021/ja512973b,
ja512973b_si_003,10.1021/ja512973b,
ja512973b_si_004,10.1021/ja512973b,
ja512973b_si_005,10.1021/ja512973b,
ja5131269_si_002,10.1021/ja5131269,
ja5131269_si_003,10.1021/ja5131269,
ja5b00365_si_002,10.1021/ja5b00365,
ja5b00450_si_003,10.1021/ja5b00450,
ja5b00450_si_005,10.1021/ja5b00450,
ja5b00450_si_006,10.1021/ja5b00450,
ja5b02556_si_002,10.1021/ja5b02556,
ja5b02777_si_002,10.1021/ja5b02777,
ja5b02777_si_003,10.1021/ja5b02777,
ja5b02777_si_004,10.1021/ja5b02777,
ja5b02777_si_005,10.1021/ja5b02777,
ja5b02777_si_006,10.1021/ja5b02777,
ja5b02777_si_007,10.1021/ja5b02777,
ja5b02777_si_008,10.1021/ja5b02777,
ja5b02897_si_003,10.1021/ja5b02897,
ja5b02999_si_002,10.1021/ja5b02999,
ja5b02999_si_003,10.1021/ja5b02999,
ja5b02999_si_004,10.1021/ja5b02999,
ja5b02999_si_006,10.1021/ja5b02999,
ja5b02999_si_007,10.1021/ja5b02999,
ja808995d_si_002,10.1021/ja808995d,
ja809985t_si_002,10.1021/ja809985t,
ja903726m_si_002,10.1021/ja903726m,
ja905009e_si_002,10.1021/ja905009e,
ja907023c_si_001,10.1021/ja907023c,
ja907023c_si_002,10.1021/ja907023c,
ja907023c_si_003,10.1021/ja907023c,
ja907023c_si_004,10.1021/ja907023c,
ja994186h,10.1021/ja994186h,
JAHNEM,10.1002/anie.200460867,
JAHXUM,10.1002/anie.200460919,
JASNAT,10.1002/chem.200401201,
JASNEX,10.1002/chem.200401201,
JASNEX01,10.1039/C4TC01982B,
JAVNIE,10.1002/anie.200462674,
JAVWUY,10.1021/ic00320a021,
JEBCOJ,10.1016/j.jssc.2005.09.033,
JEBDOK,10.1016/j.jssc.2005.09.025,
JEDJUY,10.1021/cg050170t,
JEDKEJ,10.1021/cg050186j,
JEJKEP,10.1021/cg050382q,
JEJWEB,10.1002/chem.200501340,
JEJWIF,10.1002/chem.200501340,
JEJWOL,10.1002/chem.200501340,
JEMNAR,10.1021/cg050382q,
JEMQEY,private communication,y
JENKET,10.1021/ic0609002,
JENKIX,10.1021/ic0609002,
JETNOL,10.1107/S0108270190002694,
JETZAK,10.1080/10241220600815718,
JEWCAP,-,y
JEWYAM,10.1021/ja0656853,
JEXSOV,10.1021/ic061635n,
JILXOS,10.1039/b705603f,
JIQVAH,10.1021/ja072672w,
JISVAJ,10.1021/ic701162j,
JITPOS,10.1039/b715481j,
JIVFUQ,10.1021/ic701628f,
JIVHIG,10.1021/ic7018082,
JIWKUW,10.1021/ic701366f,
JIXWUJ,10.1021/ja0665390,
JIXWUJ01,10.1021/ja0665390,
JIYXUL,10.1021/ic7024186,
JIZJIN,10.1021/ja500191r,
JIZJOT,10.1021/ja500191r,
JIZJUZ,10.1021/ja500191r,
JOCPIB,10.1021/ja078074z,
JODFOZ,10.1021/ja500005k,
JODGAM,10.1021/ja500005k,
JODGEP,10.1107/S0108270108017630,
JODGEQ,10.1021/ja500005k,
JODGIU,10.1021/ja500005k,
JOFCEO,10.1039/C4CE00530A,
JOFGOC,-,y
JOFKIA,10.1039/C3CE42087F,
JOGBIR,10.1021/ja803021v,
JOGDAL,10.1021/ja801619e,
JOHFIW,10.1021/ja801411f,
JOJLOK,10.1021/cg800029z,
JOJMEB,10.1021/cg800029z,
JOPWUI,private communication,y
JOQQAJ,10.1039/C4CE01722F,
JOQZUM,10.1021/cg400909b,
JORBAV,10.1021/cg400909b,
JORLEJ,10.1021/cg500269h,
JORQAK,10.1021/cg500368q,
JORQIS,10.1021/cg401805x,
JORVET,10.1039/C4CE01356E,
JOSNAG,10.1021/ic980014u,
JOSNAG01,-,y
JOVDON,-,y
JOVXEZ,10.1016/j.inoche.2014.06.028,
JOVXUP,10.1016/j.inoche.2014.07.025,
JOWFOQ,10.1039/a804689a,
jp102463p_si_002,10.1021/jp102463p,
jp102463p_si_004,10.1021/jp102463p,
jp2064408_si_002,10.1021/jp2064408,
jp209895d_si_002,10.1021/jp209895d,
jp302356q_si_002,10.1021/jp302356q,
jp302979a_si_002,10.1021/jp302979a,
JUCXEK,-,y
JUPFOP,10.1039/a900508k,
JUTCUW,10.1021/ja00052a073,
jz4002345_si_002,10.1021/jz4002345,
jz4002345_si_003,10.1021/jz4002345,
jz4002345_si_004,10.1021/jz4002345,
jz4002345_si_005,10.1021/jz4002345,
jz4002345_si_006,10.1021/jz4002345,
KABXES,10.1016/j.inoche.2010.04.031,
KABXIW,10.1016/j.inoche.2010.04.031,
KABXOC,10.1016/j.inoche.2010.04.031,
KACZEV,10.1039/c0cc02808h,
KACZIZ,10.1039/c0cc02808h,
KAFTUI,10.1021/cg9014948,
KAFYAT,10.1016/j.inoche.2010.03.048,
KAGCAY,10.1002/anie.201003314,
KAHNOX,private communication,y
KALFIO,10.1021/ja203053y,
KALFOU,10.1021/ja203053y,
KALGAH,10.1021/ja203053y,
KALGEL,10.1021/ja203053y,
KAMZUV,10.1021/ja202154j,
KANCIN,10.1021/ja201484s,
KANDEK,10.1021/ja201484s,
KANDIO,10.1021/ja201484s,
KANMIX,10.3390/polym3042133,
KAPGUE,10.1021/cg049725v,
KAPHAL,10.1021/cg049725v,
KAPHOZ,10.1021/cg049908h,
KARLAS,10.1038/ncomms1654,
KARLIA,10.1038/ncomms1654,
KARLUM,10.1038/ncomms1654,
KARMAT,10.1038/ncomms1654,
KARNAU,10.1038/ncomms1654,
KASPOL,10.1021/ja207606u,
KASRAZ,10.1021/ja209327q,
KATDAM,10.1039/c2cc16779d,
KAVGAQ,10.1021/cg0501128,
KAVJAT,10.1021/cm050526o,
KAVJEX01,10.1016/j.ica.2011.01.001,
KAVKIC,10.1002/anie.200500453,
KAVLID,10.1002/anie.200501373,
KAVREG,10.1039/c1ce05031a,
KAVRIK,10.1039/c1ce05031a,
KAVROQ,10.1039/c1ce05031a,
KAVTUY,10.1039/c0ce00439a,
KAWBOB,10.1039/c1ce06213a,
KAXQIL,10.1021/cg300274n,
KAXQOR,10.1021/cg300274n,
KAXQOR01,10.1039/c2ce05875h,
KAXZUG,10.1021/cg3000729,
KAYBIX,10.1021/cg300093h,
KAYBUJ,10.1021/cg300093h,
KAYCIY,10.1021/cg300093h,
KEBDIG,10.1021/cg300217v,
KECRAL10,10.1021/ja00008a037,
KEDPEQ,10.1039/c2dt30623a,
KEDQAN,10.1021/ic202624e,
KEFBEE,10.1021/ic202085j,
KEFBII,10.1021/ic202085j,
KEFBOO,10.1021/ic202085j,
KEFWEZ,10.1021/cg300196w,
KEFWID,10.1021/cg300196w,
KEGYAX,10.1002/ejic.200501146,
KEHGAH,10.1039/c2dt30362k,
KEHGOV,10.1039/c2dt30362k,
KEJBOQ,10.1021/ic990022q,
KEJHIQ,10.1021/ic990022q,
KENJEU,10.1002/cjoc.201200715,
KEQDER,10.1021/ja3103154,
KEQZAJ,10.3390/molecules170911103,
KESBIU,10.1021/ja0645483,
KESBIU01,10.1021/ic7016159,
KESGAS,10.1080/15533174.2012.654878,
KESHAT,10.1080/15533174.2012.680132,
KETHEY,10.1080/00958972.2012.742890,
KETHEY01,10.1021/cg400486q,
KETSEI,-,y
KEVVIS,10.1016/j.inoche.2012.10.005,
KEVWUF,10.1002/ejic.201201275,
KEWZOD,10.1021/cg301224z,
KEXFAU,-,y
KEXKAB,10.1016/j.poly.2013.01.027,
KEXKEF,10.1016/j.poly.2013.01.027,
KEXPOU,10.1016/j.poly.2013.01.027,
KEYDEZ,10.1080/15533174.2012.750349,
KEYFIF,10.1080/15533174.2012.750670,
KEYFIF01,10.1080/15533174.2012.750670,
KEYYET,10.1016/j.ica.2006.09.031,
KIBDEF,10.1021/ic061833e,
KIBDIJ,10.1021/ic061833e,
KIBXUP,10.1021/ic061867m,
KIBYAW,10.1021/ic061867m,
KICXAX,10.1007/s10876-012-0548-x,
KICXEB,10.1007/s10876-012-0548-x,
KIDDIM,10.1016/j.poly.2013.03.031,
KIDDOS,10.1016/j.poly.2013.03.031,
KIDVIE,10.1016/j.poly.2012.09.018,
KIFJIT,10.1039/b702074k,
KIFJUF,10.1039/b705028c,
KIFKAM,10.1039/b705028c,
KIFKEQ,10.1039/b705028c,
KIFWUT,10.1039/C2CE26165K,
KIFXOO,10.1039/C2CE26165K,
KIGCEK,10.1039/C3CE41083H,
KIHTOL,10.1016/j.ica.2007.03.063,
KIHTOL01,10.1016/j.dyepig.2014.01.032,
KIJRUS,10.1021/cg400164m,
KIJYIM,10.1107/S1600536807037968,
KIJYIM01,private communication,y
KIKDIT,10.1039/C3CE41238E,
KIKFIV,10.1039/C3CE41000E,
KILFUI,10.1039/C3CC46063K,
KILJEV,10.1021/ic070132u,
KINDIW,10.1021/cg400531j,
KINDOC,10.1021/cg400531j,
KINFAQ,10.1021/cg400531j,
KINFEU,10.1021/cg400531j,
KINHAS,10.1021/cg400490y,
KINJUO,10.1021/cg400756z,
KINKAV,10.1021/cg400756z,
KINLAW,10.1021/cg400756z,
KINNUS,10.1021/cg400420h,
KINPUU,10.1021/cg400182u,
KINQAB,10.1021/cg400182u,
KIPJIE,10.1021/cg400606z,
KIPJOK,10.1021/cg400606z,
KIPKAX,10.1021/cg400606z,
KIPKEB,10.1021/cg400606z,
KIPKIF,10.1021/cg400587j,
KIPZEQ,10.1021/cg4002626,
KIQKOK,10.1021/cm980439e,
